color,num_critic_for_reviews,duration,director_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
Color,34,86,7,22717758,11156,14275,0,67,English,USA,G,40000000,1998,6.2,1.85,0
Color,59,92,6,4002955,33745,3654,0,198,English,USA,R,20000000,1999,6.2,1.85,0
Color,140,109,80,106807667,137377,1574,1,370,English,USA,PG-13,45000000,2000,6.2,1.85,0
Color,92,95,596,16017403,17333,3300,2,153,English,USA,R,5000000,2001,6.2,1.85,0
Color,92,95,596,16017403,17333,3300,2,153,English,USA,R,5000000,2001,6.2,1.85,0
Color,34,93,58,31155435,42644,6105,2,102,English,USA,R,12000000,2001,6.2,1.85,0
Color,108,111,0,108244774,94049,13645,2,301,English,USA,G,37000000,2001,6.2,1.85,0
Color,175,90,160,46455802,120786,3172,0,472,English,USA,R,26000000,2003,6.2,1.85,0
Color,193,104,1000,39692139,84131,41701,1,400,English,USA,R,35000000,2004,6.2,1.85,0
Color,88,103,365,23000,5931,1411,0,58,English,USA,Unrated,500000,2006,6.2,1.85,0
Color,32,80,522,194568,2963,2179,0,28,English,USA,R,1500000,2006,6.2,1.85,0
Color,210,121,163,80150343,142115,3189,0,614,English,USA,R,10000000,2006,6.2,1.85,0
Color,194,91,58,126597121,105902,6576,0,206,English,USA,PG,150000000,2007,6.2,1.85,0
Color,132,102,11,6409206,32311,33153,4,104,English,USA,PG-13,15000000,2008,6.2,1.85,0
Color,97,98,209,58006147,67653,816,2,108,English,USA,PG-13,23000000,2008,6.2,1.85,0
Color,192,92,406,10814185,37530,41867,6,106,English,USA,R,8000000,2009,6.2,1.85,0
Color,150,96,83,13630226,112516,30541,0,223,English,USA,R,20000000,2009,6.2,1.85,0
Color,111,94,87,64001297,32002,20154,1,103,English,USA,PG,15000000,2010,6.2,1.85,0
Color,29,107,8,12200000,7973,2383,0,65,English,USA,PG,5000000,1983,6.3,1.85,0
Color,44,103,0,41382841,27149,14672,0,96,English,USA,PG-13,18000000,1986,6.3,1.85,0
Color,74,103,155,53133888,50389,1440,0,136,English,USA,PG-13,31000000,1990,6.3,1.85,0
Color,105,106,287,41482207,68428,19610,0,148,English,USA,PG-13,50000000,1990,6.3,1.85,0
Color,83,90,0,63826569,32416,23504,0,138,English,USA,PG-13,35000000,1997,6.3,1.85,0
Color,100,100,532,9801782,39331,6046,0,481,English,USA,R,10000000,1998,6.3,1.85,0
Color,40,93,10,68208190,60572,2986,1,144,English,USA,PG-13,65000000,1999,6.3,1.85,0
Color,37,89,2,13903262,14656,4291,0,90,English,USA,PG-13,11000000,2001,6.3,1.85,0
Color,85,106,48,40219708,22649,18630,3,131,English,USA,PG-13,21000000,2001,6.3,1.85,0
Color,39,98,13,296665,12675,5185,1,158,English,USA,R,5000000,2003,6.3,1.85,0
Color,161,100,0,35096190,76560,1395,1,322,English,USA,PG-13,60000000,2003,6.3,1.85,0
Color,89,96,13,22913677,47800,17292,1,244,English,USA,PG,35000000,2004,6.3,1.85,0
Color,141,106,116,279167575,211296,24938,6,428,English,USA,PG-13,80000000,2004,6.3,1.85,0
Color,142,103,15,6061759,49077,1615,0,475,English,USA,PG-13,17000000,2005,6.3,1.85,0
Color,163,91,77,128200012,103022,1804,1,269,English,USA,PG,75000000,2005,6.3,1.85,0
Color,100,84,0,173066,21379,1238,1,88,English,USA,R,1500000,2007,6.3,1.85,0
Color,191,93,8,118153533,129995,13232,2,246,English,USA,PG-13,61000000,2007,6.3,1.85,0
Color,226,96,460,3074838,56264,14372,2,166,English,USA,R,11000000,2009,6.3,1.85,0
Color,223,91,157,7455447,29967,1136,2,126,English,USA,R,7000000,2010,6.3,1.85,0
Color,301,97,0,1768416,35848,684,0,198,English,USA,R,7000000,2010,6.3,1.85,0
Color,223,98,11000,3247816,36145,19310,0,108,English,USA,R,22000000,2010,6.3,1.85,0
Color,325,94,655,16300302,64682,10575,1,203,English,USA,R,12000000,2011,6.3,1.85,0
Color,270,97,387,7574066,30325,6322,2,96,English,USA,R,10000000,2014,6.3,1.85,0
Color,22,100,65,50752337,44502,3362,8,46,English,USA,PG,10000000,1992,6.4,1.85,0
Color,109,107,0,18090181,38191,1775,0,271,English,USA,R,8000000,1994,6.4,1.85,0
Color,64,97,11,144833357,64742,2790,0,111,English,USA,PG,22000000,1994,6.4,1.85,0
Color,154,104,0,40064955,92074,12170,1,502,English,USA,R,15000000,1998,6.4,1.85,0
Color,83,132,130,56876365,125219,29265,1,244,English,USA,PG-13,35000000,1998,6.4,1.85,0
Color,72,96,30,7292175,7736,2018,3,100,English,USA,R,7000000,1999,6.4,1.85,0
Color,78,112,541,4485485,14612,46022,1,105,English,USA,R,15000000,1999,6.4,1.85,0
Color,67,106,48,52885587,35312,23369,0,267,English,USA,R,16000000,1999,6.4,1.85,0
Color,112,93,221,163479795,161858,26760,0,289,English,USA,PG-13,34200000,1999,6.4,1.85,0
Color,148,128,0,37036404,44816,5404,3,259,English,USA,PG-13,30000000,2000,6.4,1.85,0
Color,142,108,6,145096820,200260,7872,0,431,English,USA,R,30000000,2001,6.4,1.85,0
Color,89,132,545,29781453,22447,4796,1,210,English,USA,PG-13,48000000,2001,6.4,1.85,0
Color,125,123,446,47095453,64595,22209,1,316,English,USA,PG-13,48000000,2001,6.4,1.85,0
Color,166,106,6,32131830,72259,15015,1,788,English,USA,PG-13,137000000,2001,6.4,1.85,0
Color,140,116,80,105807520,156717,14087,2,357,English,USA,PG-13,50000000,2003,6.4,1.85,0
Color,141,117,179,63695760,61490,12850,1,264,English,USA,PG-13,65000000,2003,6.4,1.85,0
Color,190,123,488,26838389,58658,12700,0,495,English,USA,PG-13,57000000,2005,6.4,1.85,0
Color,91,105,99,33687630,116762,20109,0,261,English,USA,PG-13,20000000,2006,6.4,1.85,0
Color,260,123,0,15962471,79892,7243,1,619,English,USA,PG-13,40000000,2006,6.4,1.85,0
Color,238,95,243,100659,30160,3833,0,193,English,USA,R,900000,2009,6.4,1.85,0
Color,116,90,34,4360548,13371,2661,7,60,English,USA,R,15000000,2009,6.4,1.85,0
Color,230,153,0,51814190,100837,11852,1,301,English,USA,R,75000000,2009,6.4,1.85,0
Color,54,107,188,42019483,6069,13904,0,33,English,USA,PG,36000000,2014,6.4,1.85,0
Color,78,101,287,29500000,25613,1954,0,121,English,USA,PG,10000000,1983,6.5,1.85,0
Color,60,107,71,80000000,51459,1962,0,113,English,USA,PG,8200000,1984,6.5,1.85,0
Color,60,107,71,80000000,51459,1962,0,113,English,USA,PG,8200000,1984,6.5,1.85,0
Color,142,87,85,33244684,62038,760,0,281,English,USA,R,9000000,1988,6.5,1.85,0
Color,15,79,157,4350774,10476,4908,3,52,English,USA,PG-13,8000000,1994,6.5,1.85,0
Color,27,122,0,41252428,11453,13716,0,71,English,USA,PG-13,42000000,1996,6.5,1.85,0
Color,177,129,14000,229074524,278362,1635,0,552,English,USA,PG-13,73000000,1997,6.5,1.85,0
Color,76,100,4,25339117,37885,4259,4,247,English,USA,PG-13,10000000,1998,6.5,1.85,0
Color,96,170,0,75370763,32353,20683,0,263,English,USA,PG-13,60000000,1998,6.5,1.85,0
Color,153,119,0,115731542,151812,17768,2,556,English,USA,PG,65000000,1998,6.5,1.85,0
Color,46,86,7,1114943,3562,407,0,74,English,USA,R,500000,2000,6.5,1.85,0
Color,103,94,480,68525609,132963,3889,5,302,English,USA,R,15600000,2000,6.5,1.85,0
Color,118,118,41,44737059,48322,24024,1,261,English,USA,PG-13,50000000,2000,6.5,1.85,0
Color,155,116,101,90567722,185878,1711,1,481,English,USA,R,51000000,2000,6.5,1.85,0
Color,145,82,0,137748063,38438,2945,1,241,English,USA,PG,127500000,2000,6.5,1.85,0
Color,84,135,134,16929123,21406,6214,2,169,English,USA,PG-13,14000000,2001,6.5,1.85,0
Color,37,109,44,27362712,5971,3199,1,60,English,USA,PG-13,8000000,2002,6.5,1.85,0
Color,125,115,13,74540762,48753,4496,2,323,English,USA,PG-13,55000000,2004,6.5,1.85,0
Color,261,108,0,114195633,193770,7273,0,2003,English,USA,PG-13,60000000,2004,6.5,1.85,0
Color,124,131,274,42044321,65668,12522,2,342,English,USA,PG-13,80000000,2004,6.5,1.85,0
Color,142,80,19,51053787,45900,14385,1,247,English,USA,PG,17500000,2005,6.5,1.85,0
Color,401,116,14000,234277056,334345,12758,0,2741,English,USA,PG-13,132000000,2005,6.5,1.85,0
Color,105,122,30,220914,13239,25173,2,97,English,USA,R,16800000,2006,6.5,1.85,0
Color,250,111,0,1294640,69569,6748,0,436,English,USA,R,15000000,2007,6.5,1.85,0
Color,50,122,589,33451479,17068,1164,0,215,English,USA,PG,500000,2008,6.5,1.85,0
Color,102,129,51,8396942,72715,4324,1,103,English,USA,R,19000000,2008,6.5,1.85,0
Color,265,110,88,130313314,168172,44798,1,380,English,USA,PG-13,80000000,2008,6.5,1.85,0
Color,192,90,44,15281286,64646,16004,2,105,English,USA,R,18000000,2009,6.5,1.85,0
Color,248,108,0,33313582,52888,16031,1,175,English,USA,R,21000000,2009,6.5,1.85,0
Color,126,106,12,11854694,14281,17560,2,64,English,USA,PG,31000000,2010,6.5,1.85,0
Color,182,83,157,4244155,56005,3374,5,112,English,USA,R,10000000,2011,6.5,1.85,0
Color,116,186,50,46495,12053,14638,1,119,English,USA,R,14000000,2011,6.5,1.85,0
Color,133,103,6,532988,5863,9660,0,25,English,USA,PG-13,7000000,2015,6.5,1.85,0
Color,161,91,287,17986000,22773,4438,0,195,English,USA,R,1000000,1981,6.6,1.85,0
Color,131,88,55,44793200,49820,1584,0,311,English,USA,X,4500000,1987,6.6,1.85,0
Color,98,103,52,57469179,63855,2987,0,248,English,USA,R,11500000,1989,6.6,1.85,0
Color,37,120,0,173585516,200077,7860,2,189,English,USA,PG,18000000,1992,6.6,1.85,0
Color,45,103,0,17518220,9105,25263,1,76,English,USA,PG-13,20000000,1995,6.6,1.85,0
Color,64,127,249,67823573,91176,30383,3,130,English,USA,R,50000000,1995,6.6,1.85,0
Color,34,94,36,13801755,23928,15183,1,100,English,USA,PG,20000000,1997,6.6,1.85,0
Color,91,155,16000,25078937,31751,19689,2,216,English,USA,R,30000000,1997,6.6,1.85,0
Color,131,83,35,90646554,124641,25788,0,289,English,USA,PG,105000000,1998,6.6,1.85,0
Color,99,85,91,2199853,19986,4289,1,186,English,USA,R,1200000,1999,6.6,1.85,0
Color,85,142,0,19283782,31227,5386,0,354,English,USA,R,22000000,1999,6.6,1.85,0
Color,106,87,79,64267897,67992,1770,0,327,English,USA,R,5000000,2002,6.6,1.85,0
Color,92,93,17,17718223,162067,14180,5,316,English,USA,R,25000000,2004,6.6,1.85,0
Color,209,129,438,65948711,86422,20056,1,363,English,USA,R,80000000,2004,6.6,1.85,0
Color,250,95,163,87025093,188679,4134,0,864,English,USA,R,4000000,2005,6.6,1.85,0
Color,156,102,563,12469811,69172,13156,1,316,English,USA,R,22000000,2005,6.6,1.85,0
Color,112,107,13,21835784,58297,1095,3,161,English,USA,PG-13,30000000,2005,6.6,1.85,0
Color,153,102,22,38087366,113918,4065,2,165,English,USA,R,12000000,2008,6.6,1.85,0
Color,247,101,0,31452765,149835,638,7,243,English,USA,R,24000000,2008,6.6,1.85,0
Color,241,114,29,32721635,67822,3861,0,279,English,USA,R,15000000,2009,6.6,1.85,0
Color,241,114,29,32721635,67824,3861,0,279,English,USA,R,15000000,2009,6.6,1.85,0
Color,187,120,278,112703470,69860,15226,2,214,English,USA,R,85000000,2009,6.6,1.85,0
Color,288,107,27,7918283,41574,2440,1,145,English,USA,R,12000000,2012,6.6,1.85,0
Color,45,96,37,81200000,87739,3113,0,133,English,USA,R,4500000,1984,6.7,1.85,0
Color,130,118,7,1705139,4695,2545,0,69,English,USA,R,4700000,1988,6.7,1.85,0
Color,10,107,116,34793160,15730,552,1,31,English,USA,PG,14000000,1991,6.7,1.85,0
Color,17,99,23,3273588,4195,382,1,50,English,USA,PG-13,6000000,1993,6.7,1.85,0
Color,51,110,99,4301331,78241,7921,6,177,English,USA,R,4000000,1995,6.7,1.85,0
Color,66,92,226,21088568,16646,3931,1,104,English,USA,R,13000000,1995,6.7,1.85,0
Color,49,98,176,44455658,36253,2457,2,92,English,USA,R,25000000,1997,6.7,1.85,0
Color,51,91,4,124494,5613,36,1,102,English,USA,PG-13,2000000,1998,6.7,1.85,0
Color,40,82,33,17278980,48225,2400,0,164,English,USA,R,8000000,1998,6.7,1.85,0
Color,32,120,92,34074895,6525,5420,6,79,English,USA,R,9000000,1999,6.7,1.85,0
Color,145,103,11000,106694016,123940,24333,2,337,English,USA,R,30000000,1999,6.7,1.85,0
Color,211,98,70,53302314,181058,3345,1,674,English,USA,R,23000000,2000,6.7,1.85,0
Color,129,98,36,57262492,90374,17582,4,318,English,USA,R,24000000,2000,6.7,1.85,0
Color,125,126,0,30695227,45296,34774,3,267,English,USA,PG-13,60000000,2000,6.7,1.85,0
Color,114,93,75,145540,26773,2489,1,277,English,USA,R,500000,2002,6.7,1.85,0
Color,143,110,675,6525762,44339,19928,2,425,English,USA,R,4000000,2002,6.7,1.85,0
Color,152,124,213,52752475,63067,2583,0,533,English,USA,R,50000000,2002,6.7,1.85,0
Color,224,117,0,81645152,158267,15371,1,559,English,USA,R,54000000,2002,6.7,1.85,0
Color,208,106,0,227965690,271592,1675,0,2335,English,USA,PG-13,72000000,2002,6.7,1.85,0
Color,111,113,22,43601508,35718,1310,1,317,English,USA,PG-13,18000000,2003,6.7,1.85,0
Color,145,128,278,124590960,91092,22679,1,402,English,USA,PG-13,80000000,2003,6.7,1.85,0
Color,191,101,293,242589580,296904,21276,1,604,English,USA,PG-13,81000000,2003,6.7,1.85,0
Color,142,95,70,48291624,82819,2876,1,263,English,USA,PG-13,58000000,2005,6.7,1.85,0
Color,276,115,13000,206456431,320284,57844,3,1361,English,USA,PG,150000000,2005,6.7,1.85,0
Color,31,111,589,10174663,12399,916,0,382,English,USA,PG,100000,2006,6.7,1.85,0
Color,101,118,3,34703228,21767,3797,0,127,English,USA,PG-13,30000000,2006,6.7,1.85,0
Color,166,90,6,31487293,74887,2807,2,129,English,USA,PG-13,9000000,2008,6.7,1.85,0
Color,210,102,192,13214030,60516,500,3,147,English,USA,PG-13,20000000,2008,6.7,1.85,0
Color,154,130,149,15709385,53053,5101,0,132,English,USA,R,30000000,2008,6.7,1.85,0
Color,167,89,35,179982968,146019,3285,0,119,English,USA,PG,150000000,2008,6.7,1.85,0
Color,210,120,0,7443007,24663,1500,12,71,English,USA,R,30000000,2009,6.7,1.85,0
Color,26,75,15,32230907,6062,1385,0,30,English,USA,R,2500000,2013,6.7,1.85,0
Color,50,115,49,30127963,12596,525,0,64,English,USA,PG,15000000,2014,6.7,1.85,0
Color,64,109,272,4250320,14870,605,1,86,English,USA,PG-13,18000000,1985,6.8,1.85,0
Color,18,108,7,54215416,21409,936,1,63,English,USA,PG-13,6500000,1987,6.8,1.85,0
Color,61,92,15,11806119,57578,1168,1,210,English,USA,R,1100000,1988,6.8,1.85,0
Color,50,107,58,44726644,42614,1747,5,120,English,USA,R,13000000,1988,6.8,1.85,0
Color,43,113,17,58571513,30213,15914,1,112,English,USA,R,19000000,1989,6.8,1.85,0
Color,31,102,6,59847242,55895,5433,1,115,English,USA,PG-13,16500000,1991,6.8,1.85,0
Color,43,85,119,86930411,83269,3847,6,87,English,USA,PG-13,23000000,1991,6.8,1.85,0
Color,56,154,521,158348400,88844,14244,0,142,English,USA,R,42000000,1993,6.8,1.85,0
Color,44,97,19,22200000,41310,52122,3,117,English,USA,PG-13,25000000,1994,6.8,1.85,0
Color,52,115,39,529766,22345,14889,2,144,English,USA,R,7000000,1995,6.8,1.85,0
Color,88,97,143,56631572,123390,1724,1,248,English,USA,PG-13,12000000,1995,6.8,1.85,0
Color,63,119,0,65807024,172405,11013,0,203,English,USA,R,19000000,1995,6.8,1.85,0
Color,63,81,406,63071133,42892,17035,0,154,English,USA,PG-13,12000000,1996,6.8,1.85,0
Color,69,101,11000,9714482,30083,1614,0,140,English,USA,R,20000000,1996,6.8,1.85,0
Color,73,86,293,181395380,220392,2070,1,243,English,USA,PG-13,45000000,1997,6.8,1.85,0
Color,110,108,631,26525834,21998,1023,1,227,English,USA,R,30000000,1998,6.8,1.85,0
Color,93,132,0,58220776,87785,55254,0,362,English,USA,PG,100000000,1999,6.8,1.85,0
Color,78,120,18,33771174,27044,22383,2,240,English,USA,PG-13,15000000,2000,6.8,1.85,0
Color,207,96,132,31597131,97938,52138,0,605,English,USA,R,12000000,2002,6.8,1.85,0
Color,126,100,308,4599680,68222,2186,2,545,English,USA,R,1500000,2003,6.8,1.85,0
Color,126,110,42,14589444,171151,911,2,513,English,USA,R,25000000,2004,6.8,1.85,0
Color,242,132,0,59035104,244566,1112,1,597,English,USA,PG-13,66000000,2004,6.8,1.85,0
Color,91,94,6,16101109,76467,19957,3,236,English,USA,R,3000000,2005,6.8,1.85,0
Color,166,83,12,155019340,127345,22813,1,250,English,USA,PG,80000000,2006,6.8,1.85,0
Color,118,106,43,7486906,17436,2495,0,71,English,USA,PG,27000000,2007,6.8,1.85,0
Color,154,85,9,58867694,54077,25590,0,112,English,USA,PG,100000000,2007,6.8,1.85,0
Color,112,93,11,48430,20176,1452,1,73,English,USA,R,500000,2010,6.8,1.85,0
Color,52,117,425,85300000,48629,27378,1,134,English,USA,R,10000000,1981,6.9,1.85,0
Color,55,109,78,33000000,9424,3394,1,109,English,USA,PG-13,10000000,1985,6.9,1.85,0
Color,63,102,0,38747385,49349,15308,2,165,English,USA,PG-13,25000000,1986,6.9,1.85,0
Color,67,155,58,165500000,145257,38518,0,322,English,USA,PG-13,48000000,1991,6.9,1.85,0
 Black and White,39,98,226,68856263,69733,2496,1,97,English,USA,PG,15000000,1993,6.9,1.85,0
Color,61,78,293,72217000,216486,2462,1,242,English,USA,PG-13,12000000,1994,6.9,1.85,0
Color,57,114,55,119938730,265818,2085,0,213,English,USA,PG-13,18000000,1994,6.9,1.85,0
Color,96,105,188,72077000,62986,3439,4,150,English,USA,R,30250000,1995,6.9,1.85,0
Color,42,108,232,2961991,15885,11459,4,78,English,USA,R,3300000,1996,6.9,1.85,0
Color,48,136,0,21554585,36108,37315,0,109,English,USA,R,25000000,1998,6.9,1.85,0
Color,60,114,160,18252684,18366,1816,2,219,English,USA,PG,30000000,1998,6.9,1.85,0
Color,101,97,16,38201895,149222,6223,3,749,English,USA,R,10500000,1999,6.9,1.85,0
Color,106,115,597,32662299,16469,3946,1,275,English,USA,PG,24000000,2000,6.9,1.85,0
Color,82,89,10,50802661,58300,3372,1,139,English,USA,PG,95000000,2000,6.9,1.85,0
Color,153,141,488,100614858,206776,11458,1,1248,English,USA,R,68000000,2001,6.9,1.85,0
Color,128,152,0,27796042,45031,4310,1,376,English,USA,PG,72000000,2001,6.9,1.85,0
Color,83,109,97,14060950,14354,14347,1,139,English,USA,PG-13,12500000,2002,6.9,1.85,0
Color,74,109,19,52277485,32370,4231,1,196,English,USA,PG,35000000,2003,6.9,1.85,0
Color,220,92,100,44540956,161448,3950,0,1473,English,USA,PG,400000,2004,6.9,1.85,0
Color,121,92,12,8786715,40274,5668,5,324,English,USA,PG-13,5000000,2004,6.9,1.85,0
Color,261,109,0,16901126,76267,3544,0,687,English,USA,R,7000000,2005,6.9,1.85,0
Color,181,86,35,193136719,266636,1777,0,385,English,USA,PG,75000000,2005,6.9,1.85,0
Color,56,81,0,6387,4862,2694,0,37,English,USA,R,1000000,2006,6.9,1.85,0
Color,164,115,107,195329763,194249,1815,0,253,English,USA,PG,80000000,2006,6.9,1.85,0
Color,253,105,154,80050171,186984,2287,0,491,English,USA,PG-13,20000000,2007,6.9,1.85,0
Color,253,105,154,80050171,186982,2288,0,491,English,USA,PG-13,20000000,2007,6.9,1.85,0
Color,222,117,115,28563179,72693,3681,4,199,English,USA,R,21000000,2007,6.9,1.85,0
Color,225,96,59,114053579,146766,20007,0,178,English,USA,PG,150000000,2008,6.9,1.85,0
Color,131,113,188,72279690,17948,14209,5,86,English,USA,PG,37000000,2011,6.9,1.85,0
Color,59,119,17000,52293982,57831,11895,1,115,English,USA,R,13800000,1986,7,1.85,0
Color,59,150,3,6157157,21416,3942,1,198,English,USA,PG-13,5000000,1989,7,1.85,0
Color,77,127,109,217631306,154199,3100,0,252,English,USA,PG-13,22000000,1990,7,1.85,0
Color,61,94,122,121697350,114610,4263,2,176,English,USA,PG-13,20000000,1992,7,1.85,0
Color,153,126,13000,162831698,215255,2899,0,610,English,USA,PG-13,80000000,1992,7,1.85,0
Color,77,92,221,38624000,156143,13162,1,289,English,USA,PG-13,12000000,1996,7,1.85,0
Color,158,123,0,37339525,71708,3768,1,307,English,USA,R,48000000,1998,7,1.85,0
Color,120,99,59,101217900,91093,1195,2,353,English,USA,PG,70000000,1998,7,1.85,0
Color,145,95,80,101736215,315549,8134,6,789,English,USA,R,11000000,1999,7,1.85,0
Color,164,99,192,21133087,62468,1254,0,374,English,USA,R,12000000,1999,7,1.85,0
Color,115,122,0,8596914,23023,1517,0,148,English,USA,R,6000000,2000,7,1.85,0
Color,132,120,46,16938179,41313,17336,3,246,English,USA,R,8000000,2000,7,1.85,0
Color,150,108,116,166225040,260442,24286,2,507,English,USA,PG-13,55000000,2000,7,1.85,0
 Black and White,88,90,56,110536,4117,284,1,118,English,USA,PG,40000,2001,7,1.85,0
Color,129,116,415,71026631,98899,20970,1,394,English,USA,PG-13,36000000,2002,7,1.85,0
Color,159,97,70,86049418,245989,5032,4,554,English,USA,PG-13,17000000,2004,7,1.85,0
Color,89,87,47,85416609,58906,20097,0,186,English,USA,PG,30000000,2004,7,1.85,0
Color,118,116,453,3335839,54657,50313,2,222,English,USA,R,2000000,2005,7,1.85,0
Color,146,97,20,3950294,56654,22577,5,124,English,USA,R,12000000,2007,7,1.85,0
Color,251,133,0,148734225,298590,12874,2,559,English,USA,R,30000000,2007,7,1.85,0
Color,459,85,198,80034302,296787,3958,0,2192,English,USA,PG-13,25000000,2008,7,1.85,0
Color,341,96,1000,60338891,248468,36093,0,545,English,USA,R,37000000,2008,7,1.85,0
Color,188,94,107,196573705,166791,1258,0,132,English,USA,PG,90000000,2009,7,1.85,0
Color,248,91,263,2221809,40618,1582,0,144,English,USA,PG-13,5000000,2010,7,1.85,0
Color,84,114,139,79568000,71842,4537,0,152,English,USA,PG,12000000,1983,7.1,1.85,0
 Black and White,45,99,28,4600000,11763,19649,2,111,English,USA,R,1900000,1986,7.1,1.85,0
Color,43,120,155,36733909,38949,2054,3,112,English,USA,R,32000000,1993,7.1,1.85,0
Color,83,91,0,1040879,54478,648,0,184,English,USA,R,7000000,1996,7.1,1.85,0
Color,171,107,101,176483808,247289,4664,1,611,English,USA,R,23000000,1998,7.1,1.85,0
Color,100,100,422,18488314,76151,2893,0,333,English,USA,R,1200000,2001,7.1,1.85,0
Color,131,80,54,2360184,18035,3010,3,177,English,USA,PG-13,300000,2003,7.1,1.85,0
 Black and White,106,117,99,67325559,58222,1293,0,331,English,USA,PG,20000000,2003,7.1,1.85,0
Color,204,108,0,81257845,210680,4403,1,479,English,USA,PG-13,35000000,2003,7.1,1.85,0
Color,150,88,8,18225165,155262,3114,2,316,English,USA,R,9000000,2004,7.1,1.85,0
Color,217,133,0,109243478,313797,8341,1,546,English,USA,R,26000000,2005,7.1,1.85,0
Color,232,100,0,5480996,89383,39507,0,293,English,USA,R,8700000,2006,7.1,1.85,0
Color,129,118,41,1150403,14143,3474,4,102,English,USA,R,13000000,2006,7.1,1.85,0
Color,173,108,191,19067631,37714,1981,1,204,English,USA,PG-13,2000000,2007,7.1,1.85,0
Color,269,102,0,66636385,88451,60646,1,289,English,USA,R,75000000,2007,7.1,1.85,0
Color,189,80,129,856942,12241,460,1,112,English,USA,R,200000,2008,7.1,1.85,0
Color,269,121,0,83077470,183247,14165,0,440,English,USA,PG-13,75000000,2008,7.1,1.85,0
Color,215,105,29,71347010,166194,28928,2,215,English,USA,R,40000000,2009,7.1,1.85,0
Color,42,110,272,14100000,14995,2943,6,87,English,USA,R,5000000,1982,7.2,1.85,0
Color,81,126,80,90800000,126907,2004,0,235,English,USA,PG,8000000,1984,7.2,1.85,0
Color,81,126,80,90800000,126916,2004,0,235,English,USA,PG,8000000,1984,7.2,1.85,0
Color,66,161,521,87100000,52339,12518,0,200,English,USA,PG,31000000,1985,7.2,1.85,0
